Номинация,Компания,cleaned_text,tokenized_text,lemmatized_text,pos_tags
"Номинация «Туризм и индустрия гостеприимства»: ▪ Авиасейлс; ▪ Точки притяжения (ФГБУ ""Центр содействия молодым специалистам""); ▪ МТС Travel; ▪ Ostrovok.ru  (выбор искусственного интеллекта).",Ostrovok.ru  (выбор искусственного интеллекта).,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Travel', 'Ostrovokru', '', '', '']","['Номинация', 'Туризм', 'и', 'индустрия', 'гостеприимства', 'Авиасейлс', 'Точки', 'притяжения', 'ФГБУ', 'Центр', 'содействия', 'молодым', 'специалистам', 'МТС', 'Travel', 'Ostrovokru', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Туризм', 'и', 'индустрия', 'гостеприимства', 'Авиасейлс', 'Точки', 'притяжения', 'ФГБУ', 'Центр', 'содействия', 'молодым', 'специалистам', 'МТС', 'Travel', 'Ostrovokru', 'выбор', 'искусственного', 'интеллекта']","['Туризм', 'и', 'индустрия', 'гостеприимства', 'Авиасейлс', 'Точки', 'притяжения', 'ФГБУ', 'Центр', 'содействия', 'молодым', 'специалистам', 'МТС', 'Travel', 'Ostrovokru', 'выбор', 'искусственного', 'интеллекта']"
Номинация «Здоровье и отдых»: ▪ World Сlass (red_mad_robot); ▪ Вино и люди — от Agenda Media Group; ▪ Послевыписки.рф (АНО «Инициативы цифрового развития в социальной»).,World Сlass (red_mad_robot),"['', '', '', '', 'World', 'lass', 'redmadrobot', '', '', '', '', 'Agenda', 'Media', 'Group', '', '', '', '', '', '', '']","['Номинация', 'Здоровье', 'и', 'отдых', 'World', 'Сlass', 'red_mad_robot', 'Вино', 'и', 'люди', 'от', 'Agenda', 'Media', 'Group', 'Послевыпискирф', 'АНО', 'Инициативы', 'цифрового', 'развития', 'в', 'социальной']","['Номинация', 'Здоровье', 'и', 'отдых', 'World', 'Сlass', 'red_mad_robot', 'Вино', 'и', 'люди', 'от', 'Agenda', 'Media', 'Group', 'Послевыпискирф', 'АНО', 'Инициативы', 'цифрового', 'развития', 'в', 'социальной']","['Здоровье', 'и', 'отдых', 'World', 'Сlass', 'red_mad_robot', 'Вино', 'и', 'люди', 'от', 'Agenda', 'Media', 'Group', 'Послевыпискирф', 'АНО', 'Инициативы', 'цифрового', 'развития', 'в', 'социальной']"
Номинация «Здоровье и отдых»: ▪ World Сlass (red_mad_robot); ▪ Вино и люди — от Agenda Media Group; ▪ Послевыписки.рф (АНО «Инициативы цифрового развития в социальной»).,Вино и люди ,"['', '', '', '', 'World', 'lass', 'redmadrobot', '', '', '', '', 'Agenda', 'Media', 'Group', '', '', '', '', '', '', '']","['Номинация', 'Здоровье', 'и', 'отдых', 'World', 'Сlass', 'red_mad_robot', 'Вино', 'и', 'люди', 'от', 'Agenda', 'Media', 'Group', 'Послевыпискирф', 'АНО', 'Инициативы', 'цифрового', 'развития', 'в', 'социальной']","['Номинация', 'Здоровье', 'и', 'отдых', 'World', 'Сlass', 'red_mad_robot', 'Вино', 'и', 'люди', 'от', 'Agenda', 'Media', 'Group', 'Послевыпискирф', 'АНО', 'Инициативы', 'цифрового', 'развития', 'в', 'социальной']","['Здоровье', 'и', 'отдых', 'World', 'Сlass', 'red_mad_robot', 'Вино', 'и', 'люди', 'от', 'Agenda', 'Media', 'Group', 'Послевыпискирф', 'АНО', 'Инициативы', 'цифрового', 'развития', 'в', 'социальной']"
Номинация «Здоровье и отдых»: ▪ World Сlass (red_mad_robot); ▪ Вино и люди — от Agenda Media Group; ▪ Послевыписки.рф (АНО «Инициативы цифрового развития в социальной»).,Послевыписки.рф (АНО «Инициативы цифрового развития в социальной»).,"['', '', '', '', 'World', 'lass', 'redmadrobot', '', '', '', '', 'Agenda', 'Media', 'Group', '', '', '', '', '', '', '']","['Номинация', 'Здоровье', 'и', 'отдых', 'World', 'Сlass', 'red_mad_robot', 'Вино', 'и', 'люди', 'от', 'Agenda', 'Media', 'Group', 'Послевыпискирф', 'АНО', 'Инициативы', 'цифрового', 'развития', 'в', 'социальной']","['Номинация', 'Здоровье', 'и', 'отдых', 'World', 'Сlass', 'red_mad_robot', 'Вино', 'и', 'люди', 'от', 'Agenda', 'Media', 'Group', 'Послевыпискирф', 'АНО', 'Инициативы', 'цифрового', 'развития', 'в', 'социальной']","['Здоровье', 'и', 'отдых', 'World', 'Сlass', 'red_mad_robot', 'Вино', 'и', 'люди', 'от', 'Agenda', 'Media', 'Group', 'Послевыпискирф', 'АНО', 'Инициативы', 'цифрового', 'развития', 'в', 'социальной']"
Номинация «Информационная безопасность»: ▪ Security Vision: платформа автоматизации и роботизации процессов обеспечения информационной безопасности; ▪ Кибербезопасность пользователей VK; ▪ «Перезвони сам» — проект от Департамента информационных технологий города Москвы.,Security Vision,"['', '', '', 'Security', 'Vision', '', '', '', '', '', '', '', '', '', '', 'VK', '', '', '', '', '', '', '', '', '']","['Номинация', 'Информационная', 'безопасность', 'Security', 'Vision', 'платформа', 'автоматизации', 'и', 'роботизации', 'процессов', 'обеспечения', 'информационной', 'безопасности', 'Кибербезопасность', 'пользователей', 'VK', 'Перезвони', 'сам', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы']","['Номинация', 'Информационная', 'безопасность', 'Security', 'Vision', 'платформа', 'автоматизации', 'и', 'роботизации', 'процессов', 'обеспечения', 'информационной', 'безопасности', 'Кибербезопасность', 'пользователей', 'VK', 'Перезвони', 'сам', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы']","['Информационная', 'безопасность', 'Security', 'Vision', 'платформа', 'автоматизации', 'и', 'роботизации', 'процессов', 'обеспечения', 'информационной', 'безопасности', 'Кибербезопасность', 'пользователей', 'VK', 'Перезвони', 'сам', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы']"
Номинация «Информационная безопасность»: ▪ Security Vision: платформа автоматизации и роботизации процессов обеспечения информационной безопасности; ▪ Кибербезопасность пользователей VK; ▪ «Перезвони сам» — проект от Департамента информационных технологий города Москвы.,Кибербезопасность пользователей VK,"['', '', '', 'Security', 'Vision', '', '', '', '', '', '', '', '', '', '', 'VK', '', '', '', '', '', '', '', '', '']","['Номинация', 'Информационная', 'безопасность', 'Security', 'Vision', 'платформа', 'автоматизации', 'и', 'роботизации', 'процессов', 'обеспечения', 'информационной', 'безопасности', 'Кибербезопасность', 'пользователей', 'VK', 'Перезвони', 'сам', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы']","['Номинация', 'Информационная', 'безопасность', 'Security', 'Vision', 'платформа', 'автоматизации', 'и', 'роботизации', 'процессов', 'обеспечения', 'информационной', 'безопасности', 'Кибербезопасность', 'пользователей', 'VK', 'Перезвони', 'сам', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы']","['Информационная', 'безопасность', 'Security', 'Vision', 'платформа', 'автоматизации', 'и', 'роботизации', 'процессов', 'обеспечения', 'информационной', 'безопасности', 'Кибербезопасность', 'пользователей', 'VK', 'Перезвони', 'сам', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы']"
Номинация «Информационная безопасность»: ▪ Security Vision: платформа автоматизации и роботизации процессов обеспечения информационной безопасности; ▪ Кибербезопасность пользователей VK; ▪ «Перезвони сам» — проект от Департамента информационных технологий города Москвы.,«Перезвони сам» ,"['', '', '', 'Security', 'Vision', '', '', '', '', '', '', '', '', '', '', 'VK', '', '', '', '', '', '', '', '', '']","['Номинация', 'Информационная', 'безопасность', 'Security', 'Vision', 'платформа', 'автоматизации', 'и', 'роботизации', 'процессов', 'обеспечения', 'информационной', 'безопасности', 'Кибербезопасность', 'пользователей', 'VK', 'Перезвони', 'сам', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы']","['Номинация', 'Информационная', 'безопасность', 'Security', 'Vision', 'платформа', 'автоматизации', 'и', 'роботизации', 'процессов', 'обеспечения', 'информационной', 'безопасности', 'Кибербезопасность', 'пользователей', 'VK', 'Перезвони', 'сам', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы']","['Информационная', 'безопасность', 'Security', 'Vision', 'платформа', 'автоматизации', 'и', 'роботизации', 'процессов', 'обеспечения', 'информационной', 'безопасности', 'Кибербезопасность', 'пользователей', 'VK', 'Перезвони', 'сам', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы']"
Специальные награды в номинации «Информационная безопасность»: ▪ Школа Безопасности; ▪ Управление по организации борьбы с противоправным использованием информационно-коммуникационных технологий Министерства внутренних дел Российской Федерации; ▪ АО «Кибердом».,Школа Безопасности,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Специальные', 'награды', 'в', 'номинации', 'Информационная', 'безопасность', 'Школа', 'Безопасности', 'Управление', 'по', 'организации', 'борьбы', 'с', 'противоправным', 'использованием', 'информационнокоммуникационных', 'технологий', 'Министерства', 'внутренних', 'дел', 'Российской', 'Федерации', 'АО', 'Кибердом']","['Специальные', 'награды', 'в', 'номинации', 'Информационная', 'безопасность', 'Школа', 'Безопасности', 'Управление', 'по', 'организации', 'борьбы', 'с', 'противоправным', 'использованием', 'информационнокоммуникационных', 'технологий', 'Министерства', 'внутренних', 'дел', 'Российской', 'Федерации', 'АО', 'Кибердом']","['награды', 'в', 'номинации', 'Информационная', 'безопасность', 'Школа', 'Безопасности', 'Управление', 'по', 'организации', 'борьбы', 'с', 'противоправным', 'использованием', 'информационнокоммуникационных', 'технологий', 'Министерства', 'внутренних', 'дел', 'Российской', 'Федерации', 'АО', 'Кибердом']"
Специальные награды в номинации «Информационная безопасность»: ▪ Школа Безопасности; ▪ Управление по организации борьбы с противоправным использованием информационно-коммуникационных технологий Министерства внутренних дел Российской Федерации; ▪ АО «Кибердом».,Управление по организации борьбы с противоправным использованием информационно-коммуникационных технологий Министерства внутренних дел Российской Федерации,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Специальные', 'награды', 'в', 'номинации', 'Информационная', 'безопасность', 'Школа', 'Безопасности', 'Управление', 'по', 'организации', 'борьбы', 'с', 'противоправным', 'использованием', 'информационнокоммуникационных', 'технологий', 'Министерства', 'внутренних', 'дел', 'Российской', 'Федерации', 'АО', 'Кибердом']","['Специальные', 'награды', 'в', 'номинации', 'Информационная', 'безопасность', 'Школа', 'Безопасности', 'Управление', 'по', 'организации', 'борьбы', 'с', 'противоправным', 'использованием', 'информационнокоммуникационных', 'технологий', 'Министерства', 'внутренних', 'дел', 'Российской', 'Федерации', 'АО', 'Кибердом']","['награды', 'в', 'номинации', 'Информационная', 'безопасность', 'Школа', 'Безопасности', 'Управление', 'по', 'организации', 'борьбы', 'с', 'противоправным', 'использованием', 'информационнокоммуникационных', 'технологий', 'Министерства', 'внутренних', 'дел', 'Российской', 'Федерации', 'АО', 'Кибердом']"
Специальные награды в номинации «Информационная безопасность»: ▪ Школа Безопасности; ▪ Управление по организации борьбы с противоправным использованием информационно-коммуникационных технологий Министерства внутренних дел Российской Федерации; ▪ АО «Кибердом».,АО «Кибердом».,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Специальные', 'награды', 'в', 'номинации', 'Информационная', 'безопасность', 'Школа', 'Безопасности', 'Управление', 'по', 'организации', 'борьбы', 'с', 'противоправным', 'использованием', 'информационнокоммуникационных', 'технологий', 'Министерства', 'внутренних', 'дел', 'Российской', 'Федерации', 'АО', 'Кибердом']","['Специальные', 'награды', 'в', 'номинации', 'Информационная', 'безопасность', 'Школа', 'Безопасности', 'Управление', 'по', 'организации', 'борьбы', 'с', 'противоправным', 'использованием', 'информационнокоммуникационных', 'технологий', 'Министерства', 'внутренних', 'дел', 'Российской', 'Федерации', 'АО', 'Кибердом']","['награды', 'в', 'номинации', 'Информационная', 'безопасность', 'Школа', 'Безопасности', 'Управление', 'по', 'организации', 'борьбы', 'с', 'противоправным', 'использованием', 'информационнокоммуникационных', 'технологий', 'Министерства', 'внутренних', 'дел', 'Российской', 'Федерации', 'АО', 'Кибердом']"
Номинация «Детский Рунет»: ▪ RUTUBE Детям (ООО «РУФОРМ»); ▪ «Знаешь?Научи!» от АНО «Национальные приоритеты» и Росатом; ▪ Игра «Стражи Авито»; ▪ «Кораблик фантазий» от Соцсети LOOKY и сети магазинов «Кораблик» (выбор искусственного интеллекта).,RUTUBE Детям (ООО «РУФОРМ»),"['', '', '', 'RUTUBE', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'LOOKY', '', '', '', '', '', '', '']","['Номинация', 'Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']","['Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']"
Номинация «Детский Рунет»: ▪ RUTUBE Детям (ООО «РУФОРМ»); ▪ «Знаешь?Научи!» от АНО «Национальные приоритеты» и Росатом; ▪ Игра «Стражи Авито»; ▪ «Кораблик фантазий» от Соцсети LOOKY и сети магазинов «Кораблик» (выбор искусственного интеллекта).,«Знаешь,"['', '', '', 'RUTUBE', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'LOOKY', '', '', '', '', '', '', '']","['Номинация', 'Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']","['Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']"
Номинация «Детский Рунет»: ▪ RUTUBE Детям (ООО «РУФОРМ»); ▪ «Знаешь?Научи!» от АНО «Национальные приоритеты» и Росатом; ▪ Игра «Стражи Авито»; ▪ «Кораблик фантазий» от Соцсети LOOKY и сети магазинов «Кораблик» (выбор искусственного интеллекта).,Игра «Стражи Авито»,"['', '', '', 'RUTUBE', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'LOOKY', '', '', '', '', '', '', '']","['Номинация', 'Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']","['Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']"
Номинация «Детский Рунет»: ▪ RUTUBE Детям (ООО «РУФОРМ»); ▪ «Знаешь?Научи!» от АНО «Национальные приоритеты» и Росатом; ▪ Игра «Стражи Авито»; ▪ «Кораблик фантазий» от Соцсети LOOKY и сети магазинов «Кораблик» (выбор искусственного интеллекта).,«Кораблик фантазий» от Соцсети LOOKY и сети магазинов «Кораблик» (выбор искусственного интеллекта).,"['', '', '', 'RUTUBE', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'LOOKY', '', '', '', '', '', '', '']","['Номинация', 'Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']","['Детский', 'Рунет', 'RUTUBE', 'Детям', 'ООО', 'РУФОРМ', 'ЗнаешьНаучи', 'от', 'АНО', 'Национальные', 'приоритеты', 'и', 'Росатом', 'Игра', 'Стражи', 'Авито', 'Кораблик', 'фантазий', 'от', 'Соцсети', 'LOOKY', 'и', 'сети', 'магазинов', 'Кораблик', 'выбор', 'искусственного', 'интеллекта']"
"Специальные награды в номинации «Детский Рунет»: ▪ Курсы по кибербезопасности  (""Движение Первых""); ▪ «Смотри, это Россия!» — всероссийский школьный конкурс по обмену видеооткрытками; ▪ «Заступник» — сервис оперативного реагирования на чрезвычайные происшествия (PROFSOFT).",Курсы по кибербезопасности  (,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'PROFSOFT']","['Специальные', 'награды', 'в', 'номинации', 'Детский', 'Рунет', 'Курсы', 'по', 'кибербезопасности', 'Движение', 'Первых', 'Смотри', 'это', 'Россия', 'всероссийский', 'школьный', 'конкурс', 'по', 'обмену', 'видеооткрытками', 'Заступник', 'сервис', 'оперативного', 'реагирования', 'на', 'чрезвычайные', 'происшествия', 'PROFSOFT']","['Специальные', 'награды', 'в', 'номинации', 'Детский', 'Рунет', 'Курсы', 'по', 'кибербезопасности', 'Движение', 'Первых', 'Смотри', 'это', 'Россия', 'всероссийский', 'школьный', 'конкурс', 'по', 'обмену', 'видеооткрытками', 'Заступник', 'сервис', 'оперативного', 'реагирования', 'на', 'чрезвычайные', 'происшествия', 'PROFSOFT']","['награды', 'в', 'номинации', 'Детский', 'Рунет', 'Курсы', 'по', 'кибербезопасности', 'Движение', 'Первых', 'Смотри', 'это', 'Россия', 'всероссийский', 'школьный', 'конкурс', 'по', 'обмену', 'видеооткрытками', 'Заступник', 'сервис', 'оперативного', 'реагирования', 'на', 'чрезвычайные', 'происшествия', 'PROFSOFT']"
"Специальные награды в номинации «Детский Рунет»: ▪ Курсы по кибербезопасности  (""Движение Первых""); ▪ «Смотри, это Россия!» — всероссийский школьный конкурс по обмену видеооткрытками; ▪ «Заступник» — сервис оперативного реагирования на чрезвычайные происшествия (PROFSOFT).",«Смотри,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'PROFSOFT']","['Специальные', 'награды', 'в', 'номинации', 'Детский', 'Рунет', 'Курсы', 'по', 'кибербезопасности', 'Движение', 'Первых', 'Смотри', 'это', 'Россия', 'всероссийский', 'школьный', 'конкурс', 'по', 'обмену', 'видеооткрытками', 'Заступник', 'сервис', 'оперативного', 'реагирования', 'на', 'чрезвычайные', 'происшествия', 'PROFSOFT']","['Специальные', 'награды', 'в', 'номинации', 'Детский', 'Рунет', 'Курсы', 'по', 'кибербезопасности', 'Движение', 'Первых', 'Смотри', 'это', 'Россия', 'всероссийский', 'школьный', 'конкурс', 'по', 'обмену', 'видеооткрытками', 'Заступник', 'сервис', 'оперативного', 'реагирования', 'на', 'чрезвычайные', 'происшествия', 'PROFSOFT']","['награды', 'в', 'номинации', 'Детский', 'Рунет', 'Курсы', 'по', 'кибербезопасности', 'Движение', 'Первых', 'Смотри', 'это', 'Россия', 'всероссийский', 'школьный', 'конкурс', 'по', 'обмену', 'видеооткрытками', 'Заступник', 'сервис', 'оперативного', 'реагирования', 'на', 'чрезвычайные', 'происшествия', 'PROFSOFT']"
"Специальные награды в номинации «Детский Рунет»: ▪ Курсы по кибербезопасности  (""Движение Первых""); ▪ «Смотри, это Россия!» — всероссийский школьный конкурс по обмену видеооткрытками; ▪ «Заступник» — сервис оперативного реагирования на чрезвычайные происшествия (PROFSOFT).",«Заступник» ,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'PROFSOFT']","['Специальные', 'награды', 'в', 'номинации', 'Детский', 'Рунет', 'Курсы', 'по', 'кибербезопасности', 'Движение', 'Первых', 'Смотри', 'это', 'Россия', 'всероссийский', 'школьный', 'конкурс', 'по', 'обмену', 'видеооткрытками', 'Заступник', 'сервис', 'оперативного', 'реагирования', 'на', 'чрезвычайные', 'происшествия', 'PROFSOFT']","['Специальные', 'награды', 'в', 'номинации', 'Детский', 'Рунет', 'Курсы', 'по', 'кибербезопасности', 'Движение', 'Первых', 'Смотри', 'это', 'Россия', 'всероссийский', 'школьный', 'конкурс', 'по', 'обмену', 'видеооткрытками', 'Заступник', 'сервис', 'оперативного', 'реагирования', 'на', 'чрезвычайные', 'происшествия', 'PROFSOFT']","['награды', 'в', 'номинации', 'Детский', 'Рунет', 'Курсы', 'по', 'кибербезопасности', 'Движение', 'Первых', 'Смотри', 'это', 'Россия', 'всероссийский', 'школьный', 'конкурс', 'по', 'обмену', 'видеооткрытками', 'Заступник', 'сервис', 'оперативного', 'реагирования', 'на', 'чрезвычайные', 'происшествия', 'PROFSOFT']"
ТОП-10 компаний Рунета (по версии оргкомитета «Премии Рунета»): ▪ «Яндекс»; ▪ VK; ▪ «Ростелеком»; ▪ «1С»; ▪ «РосНИИРОС (от КЦ); ▪ «РуЦентр»; ▪ ГРЧЦ; ▪ «Космическая связь» (ГП КС); ▪ «QTECH»; ▪ «Элтекс».,«Яндекс»,"['10', '', '', '', '', '', '', '', '', 'VK', '', '1', '', '', '', '', '', '', '', '', '', 'QTECH', '']","['ТОП10', 'компаний', 'Рунета', 'по', 'версии', 'оргкомитета', 'Премии', 'Рунета', 'Яндекс', 'VK', 'Ростелеком', '1С', 'РосНИИРОС', 'от', 'КЦ', 'РуЦентр', 'ГРЧЦ', 'Космическая', 'связь', 'ГП', 'КС', 'QTECH', 'Элтекс']","['ТОП10', 'компаний', 'Рунета', 'по', 'версии', 'оргкомитета', 'Премии', 'Рунета', 'Яндекс', 'VK', 'Ростелеком', '1С', 'РосНИИРОС', 'от', 'КЦ', 'РуЦентр', 'ГРЧЦ', 'Космическая', 'связь', 'ГП', 'КС', 'QTECH', 'Элтекс']","['компаний', 'Рунета', 'по', 'версии', 'оргкомитета', 'Премии', 'Рунета', 'Яндекс', 'VK', 'Ростелеком', 'РосНИИРОС', 'от', 'КЦ', 'РуЦентр', 'ГРЧЦ', 'Космическая', 'связь', 'ГП', 'КС', 'QTECH', 'Элтекс']"
ТОП-10 компаний Рунета (по версии оргкомитета «Премии Рунета»): ▪ «Яндекс»; ▪ VK; ▪ «Ростелеком»; ▪ «1С»; ▪ «РосНИИРОС (от КЦ); ▪ «РуЦентр»; ▪ ГРЧЦ; ▪ «Космическая связь» (ГП КС); ▪ «QTECH»; ▪ «Элтекс».,VK,"['10', '', '', '', '', '', '', '', '', 'VK', '', '1', '', '', '', '', '', '', '', '', '', 'QTECH', '']","['ТОП10', 'компаний', 'Рунета', 'по', 'версии', 'оргкомитета', 'Премии', 'Рунета', 'Яндекс', 'VK', 'Ростелеком', '1С', 'РосНИИРОС', 'от', 'КЦ', 'РуЦентр', 'ГРЧЦ', 'Космическая', 'связь', 'ГП', 'КС', 'QTECH', 'Элтекс']","['ТОП10', 'компаний', 'Рунета', 'по', 'версии', 'оргкомитета', 'Премии', 'Рунета', 'Яндекс', 'VK', 'Ростелеком', '1С', 'РосНИИРОС', 'от', 'КЦ', 'РуЦентр', 'ГРЧЦ', 'Космическая', 'связь', 'ГП', 'КС', 'QTECH', 'Элтекс']","['компаний', 'Рунета', 'по', 'версии', 'оргкомитета', 'Премии', 'Рунета', 'Яндекс', 'VK', 'Ростелеком', 'РосНИИРОС', 'от', 'КЦ', 'РуЦентр', 'ГРЧЦ', 'Космическая', 'связь', 'ГП', 'КС', 'QTECH', 'Элтекс']"
ТОП-10 компаний Рунета (по версии оргкомитета «Премии Рунета»): ▪ «Яндекс»; ▪ VK; ▪ «Ростелеком»; ▪ «1С»; ▪ «РосНИИРОС (от КЦ); ▪ «РуЦентр»; ▪ ГРЧЦ; ▪ «Космическая связь» (ГП КС); ▪ «QTECH»; ▪ «Элтекс».,«Ростелеком»,"['10', '', '', '', '', '', '', '', '', 'VK', '', '1', '', '', '', '', '', '', '', '', '', 'QTECH', '']","['ТОП10', 'компаний', 'Рунета', 'по', 'версии', 'оргкомитета', 'Премии', 'Рунета', 'Яндекс', 'VK', 'Ростелеком', '1С', 'РосНИИРОС', 'от', 'КЦ', 'РуЦентр', 'ГРЧЦ', 'Космическая', 'связь', 'ГП', 'КС', 'QTECH', 'Элтекс']","['ТОП10', 'компаний', 'Рунета', 'по', 'версии', 'оргкомитета', 'Премии', 'Рунета', 'Яндекс', 'VK', 'Ростелеком', '1С', 'РосНИИРОС', 'от', 'КЦ', 'РуЦентр', 'ГРЧЦ', 'Космическая', 'связь', 'ГП', 'КС', 'QTECH', 'Элтекс']","['компаний', 'Рунета', 'по', 'версии', 'оргкомитета', 'Премии', 'Рунета', 'Яндекс', 'VK', 'Ростелеком', 'РосНИИРОС', 'от', 'КЦ', 'РуЦентр', 'ГРЧЦ', 'Космическая', 'связь', 'ГП', 'КС', 'QTECH', 'Элтекс']"
