Номинация,Компания,cleaned_text,tokenized_text,lemmatized_text,pos_tags
Номинация «Социальные проекты и благотворительность»: ▪ Добровольческий поисково-спасательный отряд «ЛизаАлерт»; ▪ Проект «Полёт Знаний “Объединяя столицы”» (ПАО «Аэрофлот»); ▪ Благотворительный сервис mos.ru — Департамент информационных технологий города Москвы.,Добровольческий поисково-спасательный отряд «ЛизаАлерт»,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'mosru', '', '', '', '', '']","['Номинация', 'Социальные', 'проекты', 'и', 'благотворительность', 'Добровольческий', 'поисковоспасательный', 'отряд', 'ЛизаАлерт', 'Проект', 'Полёт', 'Знаний', 'Объединяя', 'столицы', 'ПАО', 'Аэрофлот', 'Благотворительный', 'сервис', 'mosru', 'Департамент', 'информационных', 'технологий', 'города', 'Москвы']","['Номинация', 'Социальные', 'проекты', 'и', 'благотворительность', 'Добровольческий', 'поисковоспасательный', 'отряд', 'ЛизаАлерт', 'Проект', 'Полёт', 'Знаний', 'Объединяя', 'столицы', 'ПАО', 'Аэрофлот', 'Благотворительный', 'сервис', 'mosru', 'Департамент', 'информационных', 'технологий', 'города', 'Москвы']","['Социальные', 'проекты', 'и', 'благотворительность', 'Добровольческий', 'поисковоспасательный', 'отряд', 'ЛизаАлерт', 'Проект', 'Полёт', 'Знаний', 'Объединяя', 'столицы', 'ПАО', 'Аэрофлот', 'Благотворительный', 'сервис', 'mosru', 'Департамент', 'информационных', 'технологий', 'города', 'Москвы']"
Номинация «Социальные проекты и благотворительность»: ▪ Добровольческий поисково-спасательный отряд «ЛизаАлерт»; ▪ Проект «Полёт Знаний “Объединяя столицы”» (ПАО «Аэрофлот»); ▪ Благотворительный сервис mos.ru — Департамент информационных технологий города Москвы.,Проект «Полёт Знаний ,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'mosru', '', '', '', '', '']","['Номинация', 'Социальные', 'проекты', 'и', 'благотворительность', 'Добровольческий', 'поисковоспасательный', 'отряд', 'ЛизаАлерт', 'Проект', 'Полёт', 'Знаний', 'Объединяя', 'столицы', 'ПАО', 'Аэрофлот', 'Благотворительный', 'сервис', 'mosru', 'Департамент', 'информационных', 'технологий', 'города', 'Москвы']","['Номинация', 'Социальные', 'проекты', 'и', 'благотворительность', 'Добровольческий', 'поисковоспасательный', 'отряд', 'ЛизаАлерт', 'Проект', 'Полёт', 'Знаний', 'Объединяя', 'столицы', 'ПАО', 'Аэрофлот', 'Благотворительный', 'сервис', 'mosru', 'Департамент', 'информационных', 'технологий', 'города', 'Москвы']","['Социальные', 'проекты', 'и', 'благотворительность', 'Добровольческий', 'поисковоспасательный', 'отряд', 'ЛизаАлерт', 'Проект', 'Полёт', 'Знаний', 'Объединяя', 'столицы', 'ПАО', 'Аэрофлот', 'Благотворительный', 'сервис', 'mosru', 'Департамент', 'информационных', 'технологий', 'города', 'Москвы']"
Номинация «Социальные проекты и благотворительность»: ▪ Добровольческий поисково-спасательный отряд «ЛизаАлерт»; ▪ Проект «Полёт Знаний “Объединяя столицы”» (ПАО «Аэрофлот»); ▪ Благотворительный сервис mos.ru — Департамент информационных технологий города Москвы.,Благотворительный сервис mos.ru ,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'mosru', '', '', '', '', '']","['Номинация', 'Социальные', 'проекты', 'и', 'благотворительность', 'Добровольческий', 'поисковоспасательный', 'отряд', 'ЛизаАлерт', 'Проект', 'Полёт', 'Знаний', 'Объединяя', 'столицы', 'ПАО', 'Аэрофлот', 'Благотворительный', 'сервис', 'mosru', 'Департамент', 'информационных', 'технологий', 'города', 'Москвы']","['Номинация', 'Социальные', 'проекты', 'и', 'благотворительность', 'Добровольческий', 'поисковоспасательный', 'отряд', 'ЛизаАлерт', 'Проект', 'Полёт', 'Знаний', 'Объединяя', 'столицы', 'ПАО', 'Аэрофлот', 'Благотворительный', 'сервис', 'mosru', 'Департамент', 'информационных', 'технологий', 'города', 'Москвы']","['Социальные', 'проекты', 'и', 'благотворительность', 'Добровольческий', 'поисковоспасательный', 'отряд', 'ЛизаАлерт', 'Проект', 'Полёт', 'Знаний', 'Объединяя', 'столицы', 'ПАО', 'Аэрофлот', 'Благотворительный', 'сервис', 'mosru', 'Департамент', 'информационных', 'технологий', 'города', 'Москвы']"
"Номинация «Экономика и бизнес»: ▪ МТС Ads; ▪ Авито Премиум; ▪ Банк ВТБ (ПАО), Бизнес Платформа ВТБ.",МТС Ads,"['', '', '', '', '', 'Ads', '', '', '', '', '', '', '', '']","['Номинация', 'Экономика', 'и', 'бизнес', 'МТС', 'Ads', 'Авито', 'Премиум', 'Банк', 'ВТБ', 'ПАО', 'Бизнес', 'Платформа', 'ВТБ']","['Номинация', 'Экономика', 'и', 'бизнес', 'МТС', 'Ads', 'Авито', 'Премиум', 'Банк', 'ВТБ', 'ПАО', 'Бизнес', 'Платформа', 'ВТБ']","['Экономика', 'и', 'бизнес', 'МТС', 'Ads', 'Авито', 'Премиум', 'Банк', 'ВТБ', 'ПАО', 'Бизнес', 'Платформа', 'ВТБ']"
"Номинация «Экономика и бизнес»: ▪ МТС Ads; ▪ Авито Премиум; ▪ Банк ВТБ (ПАО), Бизнес Платформа ВТБ.",Авито Премиум,"['', '', '', '', '', 'Ads', '', '', '', '', '', '', '', '']","['Номинация', 'Экономика', 'и', 'бизнес', 'МТС', 'Ads', 'Авито', 'Премиум', 'Банк', 'ВТБ', 'ПАО', 'Бизнес', 'Платформа', 'ВТБ']","['Номинация', 'Экономика', 'и', 'бизнес', 'МТС', 'Ads', 'Авито', 'Премиум', 'Банк', 'ВТБ', 'ПАО', 'Бизнес', 'Платформа', 'ВТБ']","['Экономика', 'и', 'бизнес', 'МТС', 'Ads', 'Авито', 'Премиум', 'Банк', 'ВТБ', 'ПАО', 'Бизнес', 'Платформа', 'ВТБ']"
"Номинация «Экономика и бизнес»: ▪ МТС Ads; ▪ Авито Премиум; ▪ Банк ВТБ (ПАО), Бизнес Платформа ВТБ.",Банк ВТБ (ПАО),"['', '', '', '', '', 'Ads', '', '', '', '', '', '', '', '']","['Номинация', 'Экономика', 'и', 'бизнес', 'МТС', 'Ads', 'Авито', 'Премиум', 'Банк', 'ВТБ', 'ПАО', 'Бизнес', 'Платформа', 'ВТБ']","['Номинация', 'Экономика', 'и', 'бизнес', 'МТС', 'Ads', 'Авито', 'Премиум', 'Банк', 'ВТБ', 'ПАО', 'Бизнес', 'Платформа', 'ВТБ']","['Экономика', 'и', 'бизнес', 'МТС', 'Ads', 'Авито', 'Премиум', 'Банк', 'ВТБ', 'ПАО', 'Бизнес', 'Платформа', 'ВТБ']"
Специальные награды в номинации «Экономика и бизнес»: ▪ «Герои городов»; ▪ RUSSPASS Бизнес.,«Герои городов»,"['', '', '', '', '', '', '', '', '', 'RUSSPASS', '']","['Специальные', 'награды', 'в', 'номинации', 'Экономика', 'и', 'бизнес', 'Герои', 'городов', 'RUSSPASS', 'Бизнес']","['Специальные', 'награды', 'в', 'номинации', 'Экономика', 'и', 'бизнес', 'Герои', 'городов', 'RUSSPASS', 'Бизнес']","['награды', 'в', 'номинации', 'Экономика', 'и', 'бизнес', 'Герои', 'городов', 'RUSSPASS', 'Бизнес']"
Специальные награды в номинации «Экономика и бизнес»: ▪ «Герои городов»; ▪ RUSSPASS Бизнес.,RUSSPASS Бизнес.,"['', '', '', '', '', '', '', '', '', 'RUSSPASS', '']","['Специальные', 'награды', 'в', 'номинации', 'Экономика', 'и', 'бизнес', 'Герои', 'городов', 'RUSSPASS', 'Бизнес']","['Специальные', 'награды', 'в', 'номинации', 'Экономика', 'и', 'бизнес', 'Герои', 'городов', 'RUSSPASS', 'Бизнес']","['награды', 'в', 'номинации', 'Экономика', 'и', 'бизнес', 'Герои', 'городов', 'RUSSPASS', 'Бизнес']"
"Номинация «Наука, технологии и инновации»: ▪ RuStore; ▪ VK Видео — от VK; ▪ ОС «Аврора» («Ростелеком», ОМП); ▪ YandexGPT — проект ООО «Яндекс» (выбор искусственного интеллекта).",RuStore,"['', '', '', '', '', 'RuStore', 'VK', '', '', 'VK', '', '', '', '', 'YandexGPT', '', '', '', '', '', '']","['Номинация', 'Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']","['Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']"
"Номинация «Наука, технологии и инновации»: ▪ RuStore; ▪ VK Видео — от VK; ▪ ОС «Аврора» («Ростелеком», ОМП); ▪ YandexGPT — проект ООО «Яндекс» (выбор искусственного интеллекта).",VK Видео ,"['', '', '', '', '', 'RuStore', 'VK', '', '', 'VK', '', '', '', '', 'YandexGPT', '', '', '', '', '', '']","['Номинация', 'Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']","['Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']"
"Номинация «Наука, технологии и инновации»: ▪ RuStore; ▪ VK Видео — от VK; ▪ ОС «Аврора» («Ростелеком», ОМП); ▪ YandexGPT — проект ООО «Яндекс» (выбор искусственного интеллекта).",ОС «Аврора» («Ростелеком»,"['', '', '', '', '', 'RuStore', 'VK', '', '', 'VK', '', '', '', '', 'YandexGPT', '', '', '', '', '', '']","['Номинация', 'Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']","['Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']"
"Номинация «Наука, технологии и инновации»: ▪ RuStore; ▪ VK Видео — от VK; ▪ ОС «Аврора» («Ростелеком», ОМП); ▪ YandexGPT — проект ООО «Яндекс» (выбор искусственного интеллекта).",YandexGPT ,"['', '', '', '', '', 'RuStore', 'VK', '', '', 'VK', '', '', '', '', 'YandexGPT', '', '', '', '', '', '']","['Номинация', 'Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']","['Наука', 'технологии', 'и', 'инновации', 'RuStore', 'VK', 'Видео', 'от', 'VK', 'ОС', 'Аврора', 'Ростелеком', 'ОМП', 'YandexGPT', 'проект', 'ООО', 'Яндекс', 'выбор', 'искусственного', 'интеллекта']"
"Специальные награды в номинации «Наука, технологии и инновации»: ▪ ПАО «МТС»; ▪ «Билайн»; ▪ Агрегатор прикладных и информационных сервисов для науки – «Наука.рф» от АНО «Национальные приоритеты».",ПАО «МТС»,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Специальные', 'награды', 'в', 'номинации', 'Наука', 'технологии', 'и', 'инновации', 'ПАО', 'МТС', 'Билайн', 'Агрегатор', 'прикладных', 'и', 'информационных', 'сервисов', 'для', 'науки', 'Наукарф', 'от', 'АНО', 'Национальные', 'приоритеты']","['Специальные', 'награды', 'в', 'номинации', 'Наука', 'технологии', 'и', 'инновации', 'ПАО', 'МТС', 'Билайн', 'Агрегатор', 'прикладных', 'и', 'информационных', 'сервисов', 'для', 'науки', 'Наукарф', 'от', 'АНО', 'Национальные', 'приоритеты']","['награды', 'в', 'номинации', 'Наука', 'технологии', 'и', 'инновации', 'ПАО', 'МТС', 'Билайн', 'Агрегатор', 'прикладных', 'и', 'информационных', 'сервисов', 'для', 'науки', 'Наукарф', 'от', 'АНО', 'Национальные', 'приоритеты']"
"Специальные награды в номинации «Наука, технологии и инновации»: ▪ ПАО «МТС»; ▪ «Билайн»; ▪ Агрегатор прикладных и информационных сервисов для науки – «Наука.рф» от АНО «Национальные приоритеты».",«Билайн»,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Специальные', 'награды', 'в', 'номинации', 'Наука', 'технологии', 'и', 'инновации', 'ПАО', 'МТС', 'Билайн', 'Агрегатор', 'прикладных', 'и', 'информационных', 'сервисов', 'для', 'науки', 'Наукарф', 'от', 'АНО', 'Национальные', 'приоритеты']","['Специальные', 'награды', 'в', 'номинации', 'Наука', 'технологии', 'и', 'инновации', 'ПАО', 'МТС', 'Билайн', 'Агрегатор', 'прикладных', 'и', 'информационных', 'сервисов', 'для', 'науки', 'Наукарф', 'от', 'АНО', 'Национальные', 'приоритеты']","['награды', 'в', 'номинации', 'Наука', 'технологии', 'и', 'инновации', 'ПАО', 'МТС', 'Билайн', 'Агрегатор', 'прикладных', 'и', 'информационных', 'сервисов', 'для', 'науки', 'Наукарф', 'от', 'АНО', 'Национальные', 'приоритеты']"
"Специальные награды в номинации «Наука, технологии и инновации»: ▪ ПАО «МТС»; ▪ «Билайн»; ▪ Агрегатор прикладных и информационных сервисов для науки – «Наука.рф» от АНО «Национальные приоритеты».",Агрегатор прикладных и информационных сервисов для науки ,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Специальные', 'награды', 'в', 'номинации', 'Наука', 'технологии', 'и', 'инновации', 'ПАО', 'МТС', 'Билайн', 'Агрегатор', 'прикладных', 'и', 'информационных', 'сервисов', 'для', 'науки', 'Наукарф', 'от', 'АНО', 'Национальные', 'приоритеты']","['Специальные', 'награды', 'в', 'номинации', 'Наука', 'технологии', 'и', 'инновации', 'ПАО', 'МТС', 'Билайн', 'Агрегатор', 'прикладных', 'и', 'информационных', 'сервисов', 'для', 'науки', 'Наукарф', 'от', 'АНО', 'Национальные', 'приоритеты']","['награды', 'в', 'номинации', 'Наука', 'технологии', 'и', 'инновации', 'ПАО', 'МТС', 'Билайн', 'Агрегатор', 'прикладных', 'и', 'информационных', 'сервисов', 'для', 'науки', 'Наукарф', 'от', 'АНО', 'Национальные', 'приоритеты']"
Номинация «За вклад в развитие доменов RU./РФ»: ▪ ООО «РЕГ.РУ»; ▪ Проекты в доменной зоне .РФ — АНО «Национальные приоритеты»; ▪ Прокачайскиллзащиты.рф от Минцифры России; ▪ Достижения.РФ (выбор искусственного интеллекта).,ООО «РЕГ.РУ»,"['', '', '', '', '', '', 'RU', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Номинация', 'За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']","['За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']"
Номинация «За вклад в развитие доменов RU./РФ»: ▪ ООО «РЕГ.РУ»; ▪ Проекты в доменной зоне .РФ — АНО «Национальные приоритеты»; ▪ Прокачайскиллзащиты.рф от Минцифры России; ▪ Достижения.РФ (выбор искусственного интеллекта).,Проекты в доменной зоне .РФ ,"['', '', '', '', '', '', 'RU', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Номинация', 'За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']","['За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']"
Номинация «За вклад в развитие доменов RU./РФ»: ▪ ООО «РЕГ.РУ»; ▪ Проекты в доменной зоне .РФ — АНО «Национальные приоритеты»; ▪ Прокачайскиллзащиты.рф от Минцифры России; ▪ Достижения.РФ (выбор искусственного интеллекта).,Прокачайскиллзащиты.рф от Минцифры России,"['', '', '', '', '', '', 'RU', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Номинация', 'За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']","['За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']"
Номинация «За вклад в развитие доменов RU./РФ»: ▪ ООО «РЕГ.РУ»; ▪ Проекты в доменной зоне .РФ — АНО «Национальные приоритеты»; ▪ Прокачайскиллзащиты.рф от Минцифры России; ▪ Достижения.РФ (выбор искусственного интеллекта).,Достижения.РФ (выбор искусственного интеллекта).,"['', '', '', '', '', '', 'RU', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Номинация', 'За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']","['За', 'вклад', 'в', 'развитие', 'доменов', 'RUРФ', 'ООО', 'РЕГРУ', 'Проекты', 'в', 'доменной', 'зоне', 'РФ', 'АНО', 'Национальные', 'приоритеты', 'Прокачайскиллзащитырф', 'от', 'Минцифры', 'России', 'ДостиженияРФ', 'выбор', 'искусственного', 'интеллекта']"
Номинация «Цифровая экономика»: ▪ Mos.Hub — проект от Департамента информационных технологий города Москвы; ▪ SkillStaff — B2B-маркетплейс для поиска ИТ-специалистов; ▪ Notamedia; ▪ Авито Доставка (выбор искусственного интеллекта).,Mos.Hub ,"['', '', '', 'MosHub', '', '', '', '', '', '', '', 'SkillStaff', 'B2B', '', '', '', 'Notamedia', '', '', '', '', '']","['Номинация', 'Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']","['Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']"
Номинация «Цифровая экономика»: ▪ Mos.Hub — проект от Департамента информационных технологий города Москвы; ▪ SkillStaff — B2B-маркетплейс для поиска ИТ-специалистов; ▪ Notamedia; ▪ Авито Доставка (выбор искусственного интеллекта).,SkillStaff ,"['', '', '', 'MosHub', '', '', '', '', '', '', '', 'SkillStaff', 'B2B', '', '', '', 'Notamedia', '', '', '', '', '']","['Номинация', 'Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']","['Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']"
Номинация «Цифровая экономика»: ▪ Mos.Hub — проект от Департамента информационных технологий города Москвы; ▪ SkillStaff — B2B-маркетплейс для поиска ИТ-специалистов; ▪ Notamedia; ▪ Авито Доставка (выбор искусственного интеллекта).,Notamedia,"['', '', '', 'MosHub', '', '', '', '', '', '', '', 'SkillStaff', 'B2B', '', '', '', 'Notamedia', '', '', '', '', '']","['Номинация', 'Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']","['Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']"
Номинация «Цифровая экономика»: ▪ Mos.Hub — проект от Департамента информационных технологий города Москвы; ▪ SkillStaff — B2B-маркетплейс для поиска ИТ-специалистов; ▪ Notamedia; ▪ Авито Доставка (выбор искусственного интеллекта).,Авито Доставка (выбор искусственного интеллекта).,"['', '', '', 'MosHub', '', '', '', '', '', '', '', 'SkillStaff', 'B2B', '', '', '', 'Notamedia', '', '', '', '', '']","['Номинация', 'Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']","['Номинация', 'Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']","['Цифровая', 'экономика', 'MosHub', 'проект', 'от', 'Департамента', 'информационных', 'технологий', 'города', 'Москвы', 'SkillStaff', 'B2Bмаркетплейс', 'для', 'поиска', 'ИТспециалистов', 'Notamedia', 'Авито', 'Доставка', 'выбор', 'искусственного', 'интеллекта']"
Специальные награды в номинации «Цифровая экономика»: ▪ Блок по клиентскому опыту и сервису Цифровой экосистемы МТС.,Блок по клиентскому опыту и сервису Цифровой экосистемы МТС.,"['', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","['Специальные', 'награды', 'в', 'номинации', 'Цифровая', 'экономика', 'Блок', 'по', 'клиентскому', 'опыту', 'и', 'сервису', 'Цифровой', 'экосистемы', 'МТС']","['Специальные', 'награды', 'в', 'номинации', 'Цифровая', 'экономика', 'Блок', 'по', 'клиентскому', 'опыту', 'и', 'сервису', 'Цифровой', 'экосистемы', 'МТС']","['награды', 'в', 'номинации', 'Цифровая', 'экономика', 'Блок', 'по', 'клиентскому', 'опыту', 'и', 'сервису', 'Цифровой', 'экосистемы', 'МТС']"
